שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
שילה,3641,1391,1145,4,1141,4,7,1,0,0,0,0,0,0,0,687,1,0,127,0,0,0,271,0,0,0,0,6,0,0,1,2,5,0,0,0,3,0,26
שילת,1165,374,319,0,319,77,0,0,0,0,0,4,10,0,0,16,0,8,34,48,0,0,1,0,0,0,80,0,0,0,0,0,1,28,0,3,7,1,1
שכניה,1160,497,398,3,395,124,0,0,0,0,0,0,2,0,0,17,0,5,49,55,0,0,2,0,0,0,95,0,0,0,0,0,5,36,0,0,3,1,1
שלווה,873,339,223,1,222,0,5,0,0,0,0,0,0,0,0,51,0,0,77,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,78
שלוחות,439,394,289,0,289,29,4,0,0,1,0,0,1,0,0,170,0,0,25,5,0,0,5,0,0,0,21,0,0,0,0,1,11,11,0,0,3,0,2
שלומי,812,4720,3064,53,3011,278,16,0,0,1,2,3,8,0,11,460,26,49,1028,40,0,3,60,1,0,1,323,39,2,0,3,1,95,121,2,3,54,4,377
שמיר,366,648,442,1,441,100,0,0,0,0,0,1,20,0,0,5,0,4,17,133,0,0,1,0,0,1,83,0,0,0,0,0,2,69,0,0,5,0,0
שמעה,3784,241,142,4,138,14,0,0,0,0,0,0,0,0,0,31,0,0,48,0,0,0,15,0,0,0,11,1,0,0,0,0,4,8,0,0,2,0,4
שמרת,432,358,250,0,250,62,0,0,0,0,0,2,6,0,0,5,0,4,11,109,0,0,2,0,0,0,22,1,0,0,0,0,0,25,0,1,0,0,0
שמשית,1337,1402,1155,3,1152,327,3,1,0,0,0,0,10,0,1,29,0,22,124,133,0,0,2,0,0,0,326,0,0,0,0,0,17,144,0,1,5,3,4
שני,1287,305,188,1,187,21,1,0,0,0,0,0,2,0,0,39,2,2,58,2,0,0,18,0,0,0,14,2,0,0,0,0,9,6,1,0,5,2,3
שניר,1132,398,300,0,300,111,0,0,0,0,0,1,8,0,0,2,0,5,21,51,0,0,0,0,0,0,60,0,0,0,0,0,3,30,0,1,6,0,1
שעב,538,3986,2747,15,2732,24,3,488,2,1,0,940,2,0,0,0,0,1,30,65,0,0,0,0,1095,1,10,1,0,0,0,0,8,2,1,1,1,3,53
שעל,4009,206,145,0,145,9,0,0,0,0,0,0,16,0,0,11,0,2,43,5,0,0,7,0,0,0,31,0,0,0,0,0,3,9,0,0,4,0,5
שעלבים,856,427,379,0,379,2,24,0,0,0,0,0,1,0,0,241,0,0,20,3,0,0,38,0,0,0,10,1,0,0,0,0,14,0,0,0,1,0,24
שער אפרים,661,977,757,9,748,108,6,4,0,1,0,1,15,0,0,84,0,20,183,26,0,0,11,0,0,0,169,24,1,0,3,0,13,32,0,0,2,0,45
שער הגולן,264,505,378,4,374,145,0,0,0,0,0,0,1,0,0,3,0,0,18,93,0,0,2,0,0,0,68,0,0,0,0,0,3,34,0,0,7,0,0
שער העמקים,237,540,421,0,421,116,0,0,0,0,0,4,13,0,0,1,0,5,6,171,0,0,1,0,0,0,67,1,0,0,0,0,2,29,0,0,4,1,0
שער מנשה,921,122,11,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2
שערי תקווה,3720,3240,2521,7,2514,163,8,0,0,2,0,2,22,0,1,805,1,35,751,28,0,1,110,0,0,1,328,26,0,0,0,2,53,79,0,0,34,10,52
שפיים,232,880,684,2,682,282,3,0,0,0,0,5,12,0,1,6,0,4,25,122,0,0,0,1,0,0,167,0,0,0,0,0,3,35,0,8,5,3,0
שפיר,692,444,365,3,362,34,2,0,0,0,0,0,2,0,0,100,0,9,92,7,0,0,6,0,0,0,48,2,0,0,0,0,5,20,0,0,5,0,30
שפר,846,283,191,1,190,11,0,0,0,0,0,0,4,0,0,23,0,4,80,7,0,0,2,0,0,0,23,0,0,0,0,1,6,10,0,2,4,0,13
שפרעם,8800,24165,13071,188,12883,280,15,3522,1,3,3,4110,4,0,2,34,3,490,1591,199,0,2,9,1,2149,3,45,8,2,0,2,7,31,257,9,26,21,4,50
שקד,3649,477,360,3,357,33,1,0,0,0,0,0,4,0,0,51,1,9,122,4,0,0,36,0,0,0,63,5,0,0,0,0,4,16,0,0,4,0,4
שקף,1233,408,339,2,337,47,0,0,0,0,0,0,2,0,0,140,0,7,33,8,0,0,22,0,0,0,37,0,0,0,0,0,8,24,0,0,1,0,8
שרונה,292,427,340,1,339,97,0,1,0,0,0,1,8,0,0,17,0,23,30,27,0,0,1,0,0,0,90,0,0,0,0,0,2,33,1,0,6,1,1
שריגים (לי-און),1114,665,479,1,478,127,1,0,0,0,0,21,9,0,0,17,0,15,61,99,0,0,1,0,0,0,65,0,0,0,0,0,13,37,0,0,6,2,4
שריד,126,722,518,4,514,128,0,0,0,0,0,1,5,0,1,6,0,5,32,186,0,0,2,0,0,0,99,0,0,0,1,0,3,42,0,0,2,0,1
שרשרת,398,228,176,2,174,0,5,0,0,0,0,0,0,0,0,56,0,3,46,0,0,0,9,0,1,0,2,2,0,0,0,0,9,0,0,0,1,1,39
שתולה,1045,219,143,1,142,14,0,0,0,0,0,7,0,0,0,27,0,3,27,2,0,0,12,0,0,0,13,2,0,0,0,0,4,5,0,0,1,2,23
שתולים,763,1177,842,7,835,76,5,0,0,1,0,0,5,0,1,120,1,25,293,6,0,0,36,0,0,0,135,16,0,0,1,0,11,38,0,0,9,1,55
תאשור,2062,241,163,0,163,24,0,2,0,0,0,1,0,0,0,12,0,8,18,10,0,0,2,0,0,0,30,0,0,0,0,0,7,29,0,0,3,0,17
תדהר,2061,237,170,0,170,21,0,0,0,0,0,0,0,0,0,24,0,9,38,1,0,0,0,0,0,0,11,0,0,0,0,0,9,35,0,0,0,3,19
תובל,1172,281,194,1,193,65,0,0,0,1,0,10,2,0,0,2,0,3,14,53,0,0,0,0,0,0,24,0,0,0,0,0,0,14,1,2,1,1,0
תומר,3558,242,182,0,182,21,0,0,0,0,0,0,6,0,1,25,0,3,54,3,0,0,5,0,0,0,44,0,0,0,0,0,5,11,0,0,4,0,0
תושיה,1083,208,183,3,180,0,1,1,0,0,0,0,0,0,0,125,0,0,15,0,0,0,22,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,11
תימורים,163,585,455,3,452,113,0,0,0,0,0,0,6,0,0,18,0,23,55,30,0,0,3,0,0,0,155,0,0,0,0,0,5,36,0,0,4,0,4
תירוש,10,301,199,2,197,3,4,0,0,0,0,0,0,0,0,26,0,2,40,2,1,0,5,0,0,0,6,4,0,0,0,0,1,2,0,0,0,0,101
תל אביב - יפו,5000,394134,246890,1989,244901,41212,2235,1128,17,279,30,4069,5191,0,348,10482,507,4460,42873,35121,35,73,2442,42,2849,94,50934,856,154,0,74,105,2876,17799,143,709,2846,546,14372
תל יוסף,84,374,275,1,274,110,0,0,0,0,0,0,2,0,0,15,0,9,10,24,0,0,2,0,0,0,57,0,0,0,0,0,10,30,0,0,2,0,3
תל יצחק,287,664,553,6,547,139,1,0,0,3,0,0,8,0,0,12,0,12,63,72,0,0,0,0,0,0,129,0,0,0,0,1,6,94,0,0,1,2,4
תל מונד,154,7442,5529,40,5489,863,13,0,3,4,0,5,48,0,5,448,0,173,1076,289,1,0,59,0,1,2,1665,53,0,0,3,2,108,378,0,3,67,3,217
תל עדשים,103,707,542,3,539,138,3,1,0,0,0,0,5,0,0,42,0,10,89,18,0,0,13,1,0,0,157,0,0,0,0,0,7,46,0,0,7,0,2
תל קציר,719,271,189,1,188,86,0,0,0,1,0,0,0,0,0,12,0,4,11,10,0,0,0,0,0,0,41,0,0,0,0,0,3,13,0,0,6,1,0
תל שבע,1054,6981,3049,69,2980,23,3,633,0,3,2,16,0,0,5,17,2,7,30,13,1,3,10,3,2002,2,9,3,4,0,1,3,6,4,9,3,5,4,154
תל תאומים,1283,269,178,1,177,1,0,0,0,0,0,0,0,0,0,44,0,4,75,0,0,0,5,0,0,0,11,0,0,0,0,0,5,2,0,0,5,0,25
תלם,3719,126,95,0,95,2,4,0,0,0,0,0,0,0,0,37,0,1,9,0,0,0,25,0,0,0,7,2,0,0,0,0,3,3,0,0,0,0,2
תלמי אליהו,1051,244,128,1,127,11,0,0,0,0,0,0,4,0,0,9,0,4,32,4,0,0,2,0,0,0,16,1,0,0,0,0,2,21,0,0,1,0,20
תלמי אלעזר,2003,528,410,3,407,88,0,0,0,1,0,0,13,0,1,19,0,8,112,21,0,0,3,1,0,0,110,1,0,0,0,0,6,18,0,1,3,0,1
"תלמי ביל""ו",2050,272,176,4,172,5,0,0,0,0,0,0,0,0,0,18,0,25,64,1,0,0,3,0,0,0,13,2,0,0,0,0,3,12,0,0,0,0,26
תלמי יוסף,1237,238,162,0,162,40,0,0,0,0,0,0,10,0,0,11,0,3,14,17,0,0,3,0,0,0,32,2,0,0,0,0,3,18,0,0,8,0,1
תלמי יחיאל,727,508,356,2,354,76,1,0,0,0,0,1,4,0,0,25,0,15,57,8,0,0,3,0,0,0,88,0,1,0,0,0,11,36,0,0,10,1,17
תלמי יפה,744,370,275,0,275,54,1,0,0,0,0,0,3,0,2,24,0,12,51,12,0,0,2,0,0,0,78,0,0,0,0,0,1,29,0,0,5,0,1
תלמים,814,481,347,7,340,5,3,0,0,0,0,1,0,0,0,92,0,2,75,1,0,0,13,0,0,0,7,6,0,0,0,0,10,3,0,0,0,0,122
תמרת,1244,1212,942,1,941,350,1,0,0,0,1,4,19,0,1,23,0,18,63,127,0,0,7,0,0,0,210,0,0,0,0,0,13,96,0,0,6,0,2
תנובות,2002,548,409,4,405,58,1,0,0,0,0,0,7,0,0,47,0,47,80,16,0,0,3,0,1,0,60,4,0,0,0,0,10,26,0,1,16,0,28
תעוז,752,396,298,1,297,21,0,0,0,0,0,1,3,0,0,70,0,1,73,17,0,0,5,0,0,0,41,3,0,0,0,0,4,13,0,1,3,1,40
תפרח,709,864,769,5,764,1,584,0,0,0,0,0,0,0,0,14,0,0,24,1,1,0,5,0,0,0,4,8,0,0,2,0,2,0,0,1,2,0,115
תקומה,665,411,353,1,352,28,2,0,0,0,0,0,0,0,0,176,0,3,49,6,0,0,10,0,0,0,29,1,0,0,0,0,6,16,0,0,2,0,24
תקוע,3563,1472,1135,8,1127,22,12,0,0,0,0,0,2,0,1,535,0,3,258,6,0,0,165,0,0,0,24,5,0,0,0,1,45,3,0,0,20,2,23
תראבין א-צאנע (שב,970,584,98,5,93,2,0,17,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,21,1,0,0,0,0,0,1,0,0,1,1,0,0,45
תראבין א-צאנע(ישו,1346,154,54,1,53,0,0,4,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,9,0,1,0,0,0,2,0,0,0,0,0,0,0,32
תרום,778,401,306,2,304,14,5,0,0,0,0,0,3,0,0,101,0,3,88,1,0,0,6,0,0,0,6,17,3,0,1,0,4,5,0,0,1,1,45
